start_timestamp,tournament_name,category_name,ground_type,round_name,status,winner,home_team,away_team,home_set1,home_set2,home_set3,home_set4,home_set5,away_set1,away_set2,away_set3,away_set4,away_set5
1736087700,"Nottingham, Great Britain, Qualifying",Challenger,Hardcourt indoor,Qualification Round 1,Ended,1.0,Patrick Brady,Max Wiskandt,6.0,7.0,,,,4.0,5.0,,,
1736089800,"Nottingham, Great Britain, Qualifying",Challenger,Hardcourt indoor,Qualification Round 1,Ended,1.0,Patrick Zahraj,Antoine Ghibaudo,6.0,6.0,,,,4.0,0.0,,,
1736089800,"Nottingham, Great Britain, Qualifying",Challenger,Hardcourt indoor,Qualification Round 1,Ended,1.0,Patrick Zahraj,Antoine Ghibaudo,6.0,6.0,,,,4.0,0.0,,,
1736090700,"Nottingham, Great Britain, Qualifying",Challenger,Hardcourt indoor,Qualification Round 1,Ended,1.0,Raul Brancaccio,Toby Martin,6.0,6.0,,,,4.0,1.0,,,
1736090700,"Oeiras, Portugal, Qualifying",Challenger,Hardcourt indoor,Qualification Round 1,Ended,1.0,Tiago Torres,Gerard Campana Lee,6.0,6.0,,,,3.0,4.0,,,
1736090700,"Nottingham, Great Britain, Qualifying",Challenger,Hardcourt indoor,Qualification Round 1,Ended,1.0,Raul Brancaccio,Toby Martin,6.0,6.0,,,,4.0,1.0,,,
1736090700,"Oeiras, Portugal, Qualifying",Challenger,Hardcourt indoor,Qualification Round 1,Ended,1.0,Tiago Torres,Gerard Campana Lee,6.0,6.0,,,,3.0,4.0,,,
1736092200,"Oeiras, Portugal, Qualifying",Challenger,Hardcourt indoor,Qualification Round 1,Ended,2.0,Sascha Gueymard Wayenburg,Cleeve Harper,7.0,4.0,1.0,,,5.0,6.0,6.0,,
1736092200,"Oeiras, Portugal, Qualifying",Challenger,Hardcourt indoor,Qualification Round 1,Canceled,,Sascha Gueymard Wayenburg,Vitaliy Sachko,,,,,,,,,,
1736092200,"Oeiras, Portugal, Qualifying",Challenger,Hardcourt indoor,Qualification Round 1,Ended,2.0,Sascha Gueymard Wayenburg,Cleeve Harper,7.0,4.0,1.0,,,5.0,6.0,6.0,,
1736092200,"Oeiras, Portugal, Qualifying",Challenger,Hardcourt indoor,Qualification Round 1,Canceled,,Sascha Gueymard Wayenburg,Vitaliy Sachko,,,,,,,,,,
1736094900,"Nottingham, Great Britain, Qualifying",Challenger,Hardcourt indoor,Qualification Round 1,Ended,2.0,Cem Ilkel,Liam Broady,1.0,3.0,,,,6.0,6.0,,,
1736094900,"Nottingham, Great Britain, Qualifying",Challenger,Hardcourt indoor,Qualification Round 1,Ended,2.0,Cem Ilkel,Liam Broady,1.0,3.0,,,,6.0,6.0,,,
1736095500,"Nottingham, Great Britain, Qualifying",Challenger,Hardcourt indoor,Qualification Round 1,Ended,2.0,Ben Jones,Nicolai Budkov Kjaer,6.0,6.0,,,,7.0,7.0,,,
1736095500,"Nottingham, Great Britain, Qualifying",Challenger,Hardcourt indoor,Qualification Round 1,Ended,1.0,Blake Mott,James Story,6.0,6.0,,,,4.0,2.0,,,
1736095500,"Nottingham, Great Britain, Qualifying",Challenger,Hardcourt indoor,Qualification Round 1,Ended,1.0,Blake Mott,James Story,6.0,6.0,,,,4.0,2.0,,,
1736095500,"Nottingham, Great Britain, Qualifying",Challenger,Hardcourt indoor,Qualification Round 1,Ended,2.0,Ben Jones,Nicolai Budkov Kjaer,6.0,6.0,,,,7.0,7.0,,,
1736097300,"Oeiras, Portugal, Qualifying",Challenger,Hardcourt indoor,Qualification Round 1,Ended,1.0,Ivan Gakhov,Diogo Marques,6.0,6.0,,,,1.0,1.0,,,
1736097300,"Oeiras, Portugal, Qualifying",Challenger,Hardcourt indoor,Qualification Round 1,Ended,1.0,Ivan Gakhov,Diogo Marques,6.0,6.0,,,,1.0,1.0,,,
1736098200,"Oeiras, Portugal, Qualifying",Challenger,Hardcourt indoor,Qualification Round 1,Ended,1.0,Ricardas Berankis,Evgeny Karlovskiy,6.0,4.0,7.0,,,3.0,6.0,6.0,,
1736098200,"Oeiras, Portugal, Qualifying",Challenger,Hardcourt indoor,Qualification Round 1,Ended,1.0,Ricardas Berankis,Evgeny Karlovskiy,6.0,4.0,7.0,,,3.0,6.0,6.0,,
1736100900,"Oeiras, Portugal, Qualifying",Challenger,Hardcourt indoor,Qualification Round 1,Ended,1.0,Tiago Pereira,Christoph Negritu,6.0,1.0,6.0,,,2.0,6.0,0.0,,
1736100900,"Oeiras, Portugal, Qualifying",Challenger,Hardcourt indoor,Qualification Round 1,Ended,1.0,Tiago Pereira,Christoph Negritu,6.0,1.0,6.0,,,2.0,6.0,0.0,,
1736101500,"Oeiras, Portugal, Qualifying",Challenger,Hardcourt indoor,Qualification Round 1,Ended,2.0,James Tracy,Egor Gerasimov,6.0,1.0,3.0,,,3.0,6.0,6.0,,
1736101500,"Oeiras, Portugal, Qualifying",Challenger,Hardcourt indoor,Qualification Round 1,Ended,2.0,James Tracy,Egor Gerasimov,6.0,1.0,3.0,,,3.0,6.0,6.0,,
1736107500,"Oeiras, Portugal, Qualifying",Challenger,Hardcourt indoor,Qualification Round 1,Ended,1.0,Alexey Vatutin,Justin Engel,6.0,6.0,,,,3.0,3.0,,,
