start_timestamp,tournament_name,category_name,ground_type,round_name,status,winner,home_team,away_team,home_set1,home_set2,home_set3,home_set4,home_set5,away_set1,away_set2,away_set3,away_set4,away_set5
1739116800,"Buenos Aires, Argentina, Qualifying",ATP,Red clay,Qualification Final,Retired,2.0,Sumit Nagal,Juan Manuel Cerundolo,6.0,6.0,0.0,,,3.0,7.0,1.0,,
1739116800,"Buenos Aires, Argentina, Qualifying",ATP,Red clay,Qualification Final,Ended,2.0,Federico Coria,Laslo Djere,2.0,4.0,,,,6.0,6.0,,,
1739116800,"Buenos Aires, Argentina, Qualifying",ATP,Red clay,Qualification Final,Retired,2.0,Sumit Nagal,Juan Manuel Cerundolo,6.0,6.0,0.0,,,3.0,7.0,1.0,,
1739116800,"Buenos Aires, Argentina, Qualifying",ATP,Red clay,Qualification Final,Ended,2.0,Federico Coria,Laslo Djere,2.0,4.0,,,,6.0,6.0,,,
1739118600,"Doha, Qatar",WTA,Hardcourt outdoor,Round of 64,Ended,1.0,Magdalena Frech,Beatriz Haddad Maia,6.0,3.0,6.0,,,4.0,6.0,2.0,,
1739118600,"Doha, Qatar",WTA,Hardcourt outdoor,Round of 64,Ended,1.0,Magdalena Frech,Beatriz Haddad Maia,6.0,3.0,6.0,,,4.0,6.0,2.0,,
1739118900,"Tenerife 2, Spain, Qualifying",Challenger,Hardcourt outdoor,Qualification Round 1,Ended,2.0,Lukas Pokorny,Jakub Paul,5.0,2.0,,,,7.0,6.0,,,
1739118900,"Tenerife 2, Spain, Qualifying",Challenger,Hardcourt outdoor,Qualification Round 1,Ended,2.0,Lukas Pokorny,Jakub Paul,5.0,2.0,,,,7.0,6.0,,,
1739123100,"Doha, Qatar",WTA,Hardcourt outdoor,Round of 64,Ended,2.0,Emma Raducanu,Ekaterina Alexandrova,3.0,5.0,,,,6.0,7.0,,,
1739123100,"Buenos Aires, Argentina, Qualifying",ATP,Red clay,Qualification Final,Ended,2.0,Felipe Meligeni Alves,Roman Andres Burruchaga,6.0,2.0,6.0,,,2.0,6.0,7.0,,
1739123100,"Buenos Aires, Argentina, Qualifying",ATP,Red clay,Qualification Final,Ended,2.0,Felipe Meligeni Alves,Roman Andres Burruchaga,6.0,2.0,6.0,,,2.0,6.0,7.0,,
1739123100,"Doha, Qatar",WTA,Hardcourt outdoor,Round of 64,Ended,2.0,Emma Raducanu,Ekaterina Alexandrova,3.0,5.0,,,,6.0,7.0,,,
1739124000,"Delray Beach, USA, Qualifying",ATP,Hardcourt outdoor,Qualification Final,Ended,2.0,Ethan Quinn,Zachary Svajda,6.0,3.0,,,,7.0,6.0,,,
1739124000,"Delray Beach, USA, Qualifying",ATP,Hardcourt outdoor,Qualification Final,Ended,2.0,Ethan Quinn,Zachary Svajda,6.0,3.0,,,,7.0,6.0,,,
1739126100,"Buenos Aires, Argentina, Qualifying",ATP,Red clay,Qualification Final,Ended,1.0,Francesco Passaro,Juan Bautista Torres,2.0,7.0,6.0,,,6.0,6.0,1.0,,
1739126100,"Buenos Aires, Argentina, Qualifying",ATP,Red clay,Qualification Final,Ended,1.0,Francesco Passaro,Juan Bautista Torres,2.0,7.0,6.0,,,6.0,6.0,1.0,,
1739127600,"Dallas, USA",ATP,Hardcourt indoor,Final,Ended,1.0,Denis Shapovalov,Casper Ruud,7.0,6.0,,,,6.0,3.0,,,
1739127600,"Dallas, USA",ATP,Hardcourt indoor,Final,Ended,1.0,Denis Shapovalov,Casper Ruud,7.0,6.0,,,,6.0,3.0,,,
1739130000,"Delray Beach, USA, Qualifying",ATP,Hardcourt outdoor,Qualification Final,Ended,2.0,Dmitry Popko,Michael Mmoh,6.0,0.0,,,,7.0,6.0,,,
1739130000,"Doha, Qatar",WTA,Hardcourt outdoor,Round of 64,Ended,1.0,Amanda Anisimova,Victoria Azarenka,6.0,7.0,,,,3.0,5.0,,,
1739130000,"Doha, Qatar",WTA,Hardcourt outdoor,Round of 64,Ended,1.0,Amanda Anisimova,Victoria Azarenka,6.0,7.0,,,,3.0,5.0,,,
1739130000,"Delray Beach, USA, Qualifying",ATP,Hardcourt outdoor,Qualification Final,Ended,2.0,Dmitry Popko,Michael Mmoh,6.0,0.0,,,,7.0,6.0,,,
1739136600,"Rosario, Argentina",Challenger,Red clay,Final,Ended,2.0,Hugo Dellien,Camilo Ugo Carabelli,6.0,3.0,2.0,,,3.0,6.0,6.0,,
1739136600,"Rosario, Argentina",Challenger,Red clay,Final,Ended,2.0,Hugo Dellien,Camilo Ugo Carabelli,6.0,3.0,2.0,,,3.0,6.0,6.0,,
1739163600,"New Delhi, India, Qualifying",Challenger,Hardcourt outdoor,Qualification Final,Ended,2.0,Aryan Shah,Masamichi Imamura,2.0,6.0,1.0,,,6.0,2.0,6.0,,
1739163600,"New Delhi, India, Qualifying",Challenger,Hardcourt outdoor,Qualification Final,Ended,2.0,Sascha Gueymard Wayenburg,Hynek Barton,4.0,3.0,,,,6.0,6.0,,,
1739163600,"New Delhi, India, Qualifying",Challenger,Hardcourt outdoor,Qualification Final,Ended,2.0,Aryan Shah,Masamichi Imamura,2.0,6.0,1.0,,,6.0,2.0,6.0,,
1739163600,"New Delhi, India, Qualifying",Challenger,Hardcourt outdoor,Qualification Final,Ended,2.0,Jacopo Berrettini,Eric Vanshelboim,5.0,5.0,,,,7.0,7.0,,,
1739163600,"New Delhi, India, Qualifying",Challenger,Hardcourt outdoor,Qualification Final,Ended,2.0,Sascha Gueymard Wayenburg,Hynek Barton,4.0,3.0,,,,6.0,6.0,,,
1739163600,"New Delhi, India, Qualifying",Challenger,Hardcourt outdoor,Qualification Final,Ended,2.0,Jacopo Berrettini,Eric Vanshelboim,5.0,5.0,,,,7.0,7.0,,,
1739168400,"New Delhi, India, Qualifying",Challenger,Hardcourt outdoor,Qualification Final,Ended,2.0,Alexey Zakharov,Egor Agafonov,6.0,4.0,1.0,,,3.0,6.0,6.0,,
1739168400,"New Delhi, India, Qualifying",Challenger,Hardcourt outdoor,Qualification Final,Ended,2.0,Alexey Zakharov,Egor Agafonov,6.0,4.0,1.0,,,3.0,6.0,6.0,,
1739170500,"New Delhi, India, Qualifying",Challenger,Hardcourt outdoor,Qualification Final,Ended,2.0,Kimmer Coppejans,Jiri Vesely,6.0,4.0,4.0,,,2.0,6.0,6.0,,
1739170500,"New Delhi, India, Qualifying",Challenger,Hardcourt outdoor,Qualification Final,Ended,2.0,Kimmer Coppejans,Jiri Vesely,6.0,4.0,4.0,,,2.0,6.0,6.0,,
1739171100,"New Delhi, India, Qualifying",Challenger,Hardcourt outdoor,Qualification Final,Ended,2.0,Enzo Couacaud,Andre Ilagan,4.0,4.0,,,,6.0,6.0,,,
1739171100,"New Delhi, India, Qualifying",Challenger,Hardcourt outdoor,Qualification Final,Ended,2.0,Enzo Couacaud,Andre Ilagan,4.0,4.0,,,,6.0,6.0,,,
1739174400,"Manama, Bahrain, Qualifying",Challenger,Hardcourt outdoor,Qualification Final,Ended,2.0,Alberto Bronzetti,Petr Bar Biryukov,4.0,6.0,,,,6.0,7.0,,,
1739174400,"Manama, Bahrain, Qualifying",Challenger,Hardcourt outdoor,Qualification Final,Ended,2.0,Alberto Bronzetti,Petr Bar Biryukov,4.0,6.0,,,,6.0,7.0,,,
1739174400,"Manama, Bahrain, Qualifying",Challenger,Hardcourt outdoor,Qualification Final,Ended,1.0,Dimitar Kuzmanov,Faris Zakaria,6.0,6.0,,,,3.0,0.0,,,
1739174400,"Manama, Bahrain, Qualifying",Challenger,Hardcourt outdoor,Qualification Final,Ended,1.0,Marat Sharipov,Colin Sinclair,7.0,6.0,,,,6.0,4.0,,,
1739174400,"Manama, Bahrain, Qualifying",Challenger,Hardcourt outdoor,Qualification Final,Ended,1.0,Marat Sharipov,Colin Sinclair,7.0,6.0,,,,6.0,4.0,,,
1739174400,"Manama, Bahrain, Qualifying",Challenger,Hardcourt outdoor,Qualification Final,Ended,1.0,Dimitar Kuzmanov,Faris Zakaria,6.0,6.0,,,,3.0,0.0,,,
1739180100,"Manama, Bahrain, Qualifying",Challenger,Hardcourt outdoor,Qualification Final,Ended,1.0,Ilia Simakin,Vitaliy Sachko,6.0,6.0,,,,4.0,3.0,,,
1739180100,"Manama, Bahrain, Qualifying",Challenger,Hardcourt outdoor,Qualification Final,Ended,1.0,Aleksandre Bakshi,Lucas Gerch,7.0,1.0,6.0,,,6.0,6.0,4.0,,
1739180100,"New Delhi, India",Challenger,Hardcourt outdoor,Round of 32,Ended,1.0,Michael Geerts,Zsombor Piros,6.0,7.0,,,,3.0,5.0,,,
1739180100,"New Delhi, India",Challenger,Hardcourt outdoor,Round of 32,Ended,1.0,Michael Geerts,Zsombor Piros,6.0,7.0,,,,3.0,5.0,,,
1739180100,"Manama, Bahrain, Qualifying",Challenger,Hardcourt outdoor,Qualification Final,Ended,1.0,Ilia Simakin,Vitaliy Sachko,6.0,6.0,,,,4.0,3.0,,,
1739180100,"Manama, Bahrain, Qualifying",Challenger,Hardcourt outdoor,Qualification Final,Ended,1.0,Aleksandre Bakshi,Lucas Gerch,7.0,1.0,6.0,,,6.0,6.0,4.0,,
1739181600,"Tenerife 2, Spain, Qualifying",Challenger,Hardcourt outdoor,Qualification Final,Ended,1.0,Chris Rodesch,Christoph Negritu,7.0,6.0,,,,6.0,4.0,,,
1739181600,"Tenerife 2, Spain, Qualifying",Challenger,Hardcourt outdoor,Qualification Final,Retired,2.0,Clement Tabur,Giovanni Fonio,4.0,0.0,,,,6.0,1.0,,,
1739181600,"Tenerife 2, Spain, Qualifying",Challenger,Hardcourt outdoor,Qualification Final,Ended,1.0,Chris Rodesch,Christoph Negritu,7.0,6.0,,,,6.0,4.0,,,
1739181600,"Tenerife 2, Spain",Challenger,Hardcourt outdoor,Round of 32,Canceled,,Valentin Royer,Pablo Carreño Busta,,,,,,,,,,
1739181600,"Tenerife 2, Spain, Qualifying",Challenger,Hardcourt outdoor,Qualification Final,Ended,1.0,Pedro Cachin,Gerard Campana Lee,4.0,6.0,6.0,,,6.0,3.0,4.0,,
1739181600,"Tenerife 2, Spain, Qualifying",Challenger,Hardcourt outdoor,Qualification Final,Ended,1.0,Pedro Cachin,Gerard Campana Lee,4.0,6.0,6.0,,,6.0,3.0,4.0,,
1739181600,"Tenerife 2, Spain",Challenger,Hardcourt outdoor,Round of 32,Canceled,,Valentin Royer,Pablo Carreño Busta,,,,,,,,,,
1739181600,"Manama, Bahrain",Challenger,Hardcourt outdoor,Round of 32,Ended,1.0,Terence Atmane,Fajing Sun,6.0,6.0,,,,3.0,2.0,,,
1739181600,"Tenerife 2, Spain",Challenger,Hardcourt outdoor,Round of 32,Canceled,,Valentin Royer,Pablo Carreño Busta,,,,,,,,,,
1739181600,"Manama, Bahrain",Challenger,Hardcourt outdoor,Round of 32,Ended,1.0,Terence Atmane,Fajing Sun,6.0,6.0,,,,3.0,2.0,,,
1739181600,"Tenerife 2, Spain, Qualifying",Challenger,Hardcourt outdoor,Qualification Final,Retired,2.0,Clement Tabur,Giovanni Fonio,4.0,0.0,,,,6.0,1.0,,,
1739181600,"Tenerife 2, Spain, Qualifying",Challenger,Hardcourt outdoor,Qualification Final,Ended,1.0,Chris Rodesch,Christoph Negritu,7.0,6.0,,,,6.0,4.0,,,
1739181600,"Tenerife 2, Spain, Qualifying",Challenger,Hardcourt outdoor,Qualification Final,Ended,1.0,Pedro Cachin,Gerard Campana Lee,4.0,6.0,6.0,,,6.0,3.0,4.0,,
1739181600,"Tenerife 2, Spain, Qualifying",Challenger,Hardcourt outdoor,Qualification Final,Retired,2.0,Clement Tabur,Giovanni Fonio,4.0,0.0,,,,6.0,1.0,,,
1739181600,"Manama, Bahrain",Challenger,Hardcourt outdoor,Round of 32,Ended,1.0,Terence Atmane,Fajing Sun,6.0,6.0,,,,3.0,2.0,,,
1739185200,"Doha, Qatar",WTA,Hardcourt outdoor,Round of 64,Ended,2.0,Ashlyn Krueger,Sofia Kenin,4.0,4.0,,,,6.0,6.0,,,
1739185200,"Doha, Qatar",WTA,Hardcourt outdoor,Round of 64,Ended,2.0,Donna Vekić,Linda Noskova,2.0,4.0,,,,6.0,6.0,,,
1739185200,"Doha, Qatar",WTA,Hardcourt outdoor,Round of 64,Ended,1.0,Yulia Putintseva,Moyuka Uchijima,6.0,6.0,6.0,,,2.0,7.0,3.0,,
1739185200,"Doha, Qatar",WTA,Hardcourt outdoor,Round of 64,Canceled,,Daria Kasatkina,Anastasia Potapova,,,,,,,,,,
1739185200,"Doha, Qatar",WTA,Hardcourt outdoor,Round of 64,Ended,2.0,Donna Vekić,Linda Noskova,2.0,4.0,,,,6.0,6.0,,,
1739185200,"Doha, Qatar",WTA,Hardcourt outdoor,Round of 64,Ended,1.0,Yulia Putintseva,Moyuka Uchijima,6.0,6.0,6.0,,,2.0,7.0,3.0,,
1739185200,"Marseille, France, Qualifying",ATP,Hardcourt indoor,Qualification Final,Ended,2.0,Yosuke Watanuki,Arthur Gea,6.0,4.0,,,,7.0,6.0,,,
1739185200,"Doha, Qatar",WTA,Hardcourt outdoor,Round of 64,Ended,2.0,Donna Vekić,Linda Noskova,2.0,4.0,,,,6.0,6.0,,,
